mensaje,etiqueta
"Te envié un enlace, revísalo por favor: https://www.meet.com/invitacion?t=z7x4wb2m",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💳 Contacto: 326 905 6791.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.😊,0
Tu beneficio vence el jueves. Reclama $129.000 en https://secure.docs.net/confirmar?t=p8o2g6,1
"Hola Andrés, ¿a qué hora nos vemos hoy para la reunión?",0
Te comparto el enlace del drive del proyecto: https://app.docs.com/archivo?t=m2aq074p,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.drive.net/curso?t=xh7b4",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.😊,0
Tu beneficio vence este fin de semana. Reclama $599.000 en https://www.docs.site/archivot=okg4aa4t8o URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Último aviso: verifica tu cuenta en https://www.maps.com/invitacion?t=ltpjyv1jod 💰,1
¿Viste la promo del supermercado? Hay 70% en algunos productos.,0
Te comparto el enlace del drive del proyecto: https://secure.banco.net/promo?t=dtxq7d74😊,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
Aquí está el link del curso pa hoy: https://banco.org/archivo?t=9f8lgbw,0
¿Puedes confirmar tu dirección en Cartagena para la entrega?😊,0
"Te envié un enlace, revísalo por favor: https://m.paqueteria.net/ver?t=f693c (ref 5968)",0
Último aviso: verifica tu cuenta en https://m.universidad.site/promo?t=osl8u 🙏 URGENTE,1
¿Puedes revisar el documento y decirme si está listo para enviar?😊,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.meet.org/ver?t=191tk7",1
"Estoy en Cali por trabajo, regreso el domingo.",0
"Estoy en Manizales por trabajo, regreso el domingo.",0
"Hola Paula, por favor confirma si recibiste el mensaje anterior 🙏",0
📦Tu paquete está retenido. Confirma pago de $399.000 COP en https://app.empleo.info/promot=mdljjwc3rx,1
Te comparto el enlace del drive del proyecto: https://m.banco.com/invitaciont=3lblvefz3b,0
"Voy en camino, llego en 15 minutos. (ref 5575)",0
Último aviso: verifica tu cuenta en https://app.super.info/link?t=kg9y7 ⚠️,1
🎁Has ganado un premio en Cartagena. Confirma datos en https://www.empleo.com/promot=zpnx5van,1
¿Sigues interesado en la ofrta? Quedo atento.,0
FELICIDADES Ana: bono de $49.900. Reclama en https://app.drive.info/detalle?t=hasa8u,1
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? Contacto: 369 102 3141.,1
Aquí está el link del curso para esta tarde: https://secure.soporte.co/login?t=3komo0,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Te comparto el enlace del drive del proyecto: https://docs.site/logint=yzvityxpw,0
Has ganado un premio en Cartagena. Confirma datos en https://app.promo.site/promo?t=tbi8iracaf,1
"Hola Sofía, ¿a qué hora nos vemos esta tarde para la reunión?😊",0
"Aprovecha 30% de descuento, si te interesa te paso detalles.🙏",0
"Aprovecha 25% de descuento, si te interesa te paso detalles.",0
Recuerda que mañana hay clase a las 8:00.,0
"Te envié un enlace, revísalo por favor: https://soporte.site/detalle?t=vwm1u4mk Contacto: 307 491 7277. URGENTE",1
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
😊Tu paquete está retenido. Confirma pago de $79.900 COP en https://www.docs.net/curso?t=huw7c6i Contacto: 313 252 3269.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Aquí está el link del curso para el martes: https://tienda.site/confirmar?t=ujk580v2,0
"Hola Sofía, ¿a qué hora nos vemos esta tarde para la reunión?🙏",0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
"Aprovecha 50% de descuento, si te interesa te paso detalles.",1
"Voy en camino, llego en 15 minutos.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊 Contacto: 335 543 5802. URGENTE,1
Aquí está el link del curso pa el martes: https://m.drive.org/confrm?t=9mgfripuh,0
"Hola Carlos, ¿a qué hora nos vemos el miércoles para la reunión?",0
"Te envié un enlace, revísalo por favor: https://m.paqueteria.net/confirmar?t=7my0vymob",1
"Estoy en Manizales por trabajo, regreso el domingo.",1
"Hola Camila, ¿a qué hora nos vemos este fin de semana para la reunión?",0
Te comparto el enlace del drive del proyecto: https://app.promo.co/archivo?t=skupng,0
"Hola Mateo, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"Estoy en Cartagena por trabajo, regreso el domingo.😊 (ref 5791)",0
"Hola Sofía, ¿a qué hora nos vemos el martes para la reunión?😊",0
Tu beneficio vence este fin de semana. Reclama $249.000 COP en https://www.meet.net/link?t=mynkl,1
📦Has ganado un premio en Ibagué. Confirma datos en https://www.drive.com/promo?t=bpx6lzlv,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
✅FELICIDADES María: bono de $39.900 COP. Reclama en https://app.tienda.site/login?t=vw56dfppn,1
Recuerda que mañana hay clase a las 8:00.😊,0
¿Puedes confirmar tu dirección en Medellín para la entrega?,0
📦Oferta exclusiva 70% OFF. Solo hoy: https://m.soporte.co/login?t=qorm8b56,1
"El mensajero dijo que el paquete llega hoy, ojalá sin problema.",1
Me puedes enviar el archivo que mencionaste Gracias.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🔥 URGENTE,1
"Te envié un enlace, revísalo por favor: https://www.universidad.co/confirmart=i63f2fpx",0
"Voy en camino, llego en 15 minutos.",0
"Te envié un enlace, revísalo por favor: https://secure.empleo.com/invitacion?t=466osu1",0
Tu beneficio vence hoy. Reclama 14.900 COP en https://www.universidad.site/pedido?t=0mlwbp6e Contacto: 388 107 1622.,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior ⚠️",0
Tu beneficio vence hoy. Reclama 129.000 COP en https://www.meet.net/pedido?t=yzgi1xe,1
¿Puedes confirmar tu dirección en Manizales para la entrega?,0
Alerta banco: intento de compra. Confirma en https://meet.info/archivo?t=0lern0y ✅ Contacto: 303 955 2010.,1
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.😊",0
⚠️Has ganado un premio en Cali. Confirma datos en https://soporte.org/login?t=pfgwyk,1
¿Viste la promo del supermercado? Hay 60% en algunos productos.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 😊,1
"Voy en camino, llego en 15 minutos.",0
¿Puedes confirmar tu dirección en Bucaramanga para la entrega?,0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
Recuerda que mañana hay clase a las 8:00.👍 (ref 9616),0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅ Contacto: 321 334 5037.,1
¿Viste la promo del supermercado? Hay 20% en algunos productos.,0
Crédito preaprobado hasta 29.900 COP. Responde SI para info 😊,1
Tu paquete está retenido. Confirma pago de 599.000 COP en https://secure.universidad.site/ver?t=4diy6q,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://app.soporte.info/pedido?t=3l1zhq6jn0",0
¿Viste la promo del supermercado? Hay 10% en algunos productos.,0
"Hola Camila, ¿a qué hora nos vemos la próxima semana para la reunión?",0
Tenemos una oportunidad laboral con pago semanal. Te interesa 🔥,1
Crédito preaprobado hasta 79.900 COP. Responde SI para info,1
"Estoy en Manizales por trabajo, regreso el domingo.",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Recuerda que mañana hay clase a las 8:00.,0
Tu beneficio vence esta noche. Reclama $9.900 COP en https://secure.super.com/ver?t=lsxpi,1
"Hola Valentina, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"Hola María, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Recuerda que mañana hay clase a las 8:00.,1
Recuerda que mañana hay clase a las 8:00.👍,0
"Voy en camino, llego en 15 minutos. (ref 1391)",0
Tu paquete está retenido. Confirma pago de $29.900 COP en https://www.meet.net/vert=1fnoqs2,1
💰Oferta exclusiva 25% OFF. Solo hoy: https://app.drive.net/login?t=81gdy0b69p,1
Te comparto el enlace del drive del proyecto: https://secure.promo.com/ver?t=tr85qxx5😊,0
"Hola Sofía, ¿a qué hora nos vemos el jueves para la reunión?",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Recuerda que mañana hay clase a las 8:00.,0
"El mensajero dijo que el paquete llega el martes, ojalá sin problema.",0
Me puedes enviar el archivo que mencionaste Gracias.,1
"Hola Paula, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
"Estoy en Manizales por trabajo, regreso el domingo.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🔥,1
😊Oferta exclusiva 60% OFF. Solo hoy: https://tienda.com/promo?t=x80f84uwuz,1
Puedes revisar el documento y decirme si está listo para enviar,0
💳Oferta exclusiva 70% OFF. Solo hoy: https://www.tienda.net/link?t=fewp3ee4,1
Crédito preaprobado hasta 49.900 COP. Responde SI para info 😊,1
Oferta exclusiva 30% OFF. Solo hoy: https://secure.promo.co/curso?t=x803lqf Contacto: 309 999 9153.,1
Alerta banco: intento de compra. Confirma en https://app.drive.info/curso?t=au76lqf1u,1
Crédito preaprobado hasta 14.900 COP. Responde SI para info 🔥,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.😊,0
¿Puedes confirmar tu dirección en Villavicencio para la entrega?,1
👍Tu paquete está retenido. Confirma pago de $249.000 en https://app.empleo.org/invitacion?t=7ou27j25,1
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.",0
Te comparto el enlace del drive del proyecto: https://secure.super.co/invitacion?t=ev0pv,0
Te comparto el enlace del drive del proyecto: https://www.super.com/pedido?t=2fn7664,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💰,1
¿Puedes confirmar tu dirección en Ibagué para la entrega?,0
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Hola Juan, por favor confirma si recibiste el mensaje anterior 💳 URGENTE",1
"Hola Ana, ¿a qué hora nos vemos hoy para la reunión?",0
"Voy en camino, llego en 15 minutos.👍",0
"Aprovecha 25% de descuento, si te interesa te paso detalles.",1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?👍,0
"El mensajero dijo que el paquete llega mañana, ojalá sin problema.",0
Alerta banco: intento de compra. Confirma en https://app.banco.net/login?t=nwca56u7 👍,1
¿Puedes confirmar tu dirección en Medellín para la entrega?,1
Te comparto el enlace del drive del proyecto: https://app.soporte.site/login?t=zrra6mpgf1,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas? Contacto: 375 654 1949.,1
Crédito preaprobado hasta $199.000 COP. Responde SI para info 😊,1
Se aprobó tu solicitud. Envía tu número de documento para continuar ✅,1
FELICIDADES Mateo: bono de $99.000 COP. Reclama en https://app.drive.net/curso?t=42nbv8218,1
¿Viste la promo del supermercado? Hay 35% en algunos productos.,0
"El mensajero dijo que el paquete llega el lunes, ojalá sin problema.",0
Aquí está el link del curso para el viernes: https://secure.paqueteria.info/login?t=vbg0c8xioc😊,0
Confirmación requerida pa evitar el bloqueo de tu cuenta. Responde 'OK'.,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Te comparto el enlace del drive del proyecto: https://app.meet.site/invitacion?t=akfaupv20a,0
💳FELICIDADES Juan: bono de $399.000. Reclama en https://m.meet.net/archivo?t=t29kbg5,1
¿Puedes confirmar tu dirección en Ibagué para la entrega?,0
💳Has ganado un premio en Bogotá. Confirma datos en https://universidad.co/login?t=268q2,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 8633),0
"El mensajero dijo que el paquete llega el viernes, ojalá sin problema.",0
Alerta banco: intento de compra. Confirma en https://secure.docs.net/pedido?t=atfffyx75m 😊,1
"El mensajero dijo que el paquete llega el miércoles, ojalá sin problema.👍",0
🔥Oferta exclusiva 10% OFF. Solo hoy: https://empleo.co/detalle?t=7ewxm2q,1
Aquí está el link del curso para esta tarde: https://maps.co/confirmar?t=lkpry1,0
"Te envié un enlace, revísalo por favor: https://meet.org/login?t=9rjdqsa",0
Alerta banco: intento de compra. Confirma en https://www.universidad.info/confirmar?t=rxw88,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🎁,1
"Te envié un enlace, revísalo por favor: https://www.meet.com/link?t=5ngdgb8zje🙏",0
Puedes revisar el documento y decirme si está listo para enviar,0
FELICIDADES Daniel: bono de 14.900 COP. Reclama en https://super.org/archivo?t=rds7pi,1
"Te envié un enlace, revísalo por favor: https://app.promo.net/link?t=fnbhot (ref 4085)",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Estoy en Cali por trabajo, regreso el domingo. (ref 7592)",0
✅Has ganado un premio en Cali. Confirma datos en https://www.maps.co/archivo?t=gv2lrtjiv6,1
🔥Tu paquete está retenido. Confirma pago de 9.900 COP en https://www.soporte.site/cursot=l9zesg6e3 Contacto: 325 997 2971.,1
Crédito preaprobado hasta 9.900 COP. Responde SI para info,1
¿Puedes confirmar tu dirección en Ibagué para la entrega?,1
Aquí está el link del curso para la próxima semana: https://empleo.co/promo?t=hv9fdq,0
¿Sigues interesado en la oferta? Quedo atento.,0
Alerta banco: intento de compra. Confirma en https://m.meet.org/promo?t=jffuu1 💰 URGENTE,1
Te comparto el enlace del drive del proyecto: https://app.paqueteria.site/detalle?t=8ri2j,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 📦 URGENTE,1
"Voy en camino, llego en 15 minutos.",0
"Te envié un enlace, revísalo por favor: https://secure.meet.net/ver?t=wk4814",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.super.org/archivo?t=jja3duzps",0
"Aprovecha 25% de descuento, si te interesa te paso detalles.",0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Recuerda que mañana hay clase a las 8:00.,0
Te comparto el enlace del drive del proyecto: https://m.meet.site/login?t=g54rrr6a5,0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior",1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
¿Puedes confirmar tu dirección en Medellín para la entrega?😊,0
"Voy en camino, llego en 15 minutos.",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
"Aprovecha 20% de descuento, si te interesa te paso detalles.",1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
"Aprovecha 10% de descuento, si te interesa te paso detalles. (ref 1179)",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Último aviso: verifica tu cuenta en https://www.meet.com/invitacion?t=ffyb3h 💳 URGENTE,1
